Name,Position,Club,League,Pace,Shooting,Passing,Dribbling,Defense,Physical,Card Rating,Weak Foot,Skill Moves,Work Rates,Strong Foot,Futhead Card Link
Danny Hoesen, ST , San Jose Earthquakes , USA Major League Soccer ,73,70,57,70,35,67,70,4,4,High/Medium,Right,https://www.futhead.com/20/players/4535/danny-hoesen/
Diego de Buen, CDM , Santos Laguna , Mexico Liga MX ,61,65,67,62,65,74,70,3,2,High/High,Right,https://www.futhead.com/20/players/4526/diego-de-buen/
Lyle Taylor, ST , Charlton Athletic , England EFL Championship ,82,67,55,70,37,69,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/4513/lyle-taylor/
Paul Coutts, CM , Fleetwood Town , England EFL League One ,58,62,70,68,63,71,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4495/paul-coutts/
Robert Gucher, CDM , Pisa , Italy Serie B ,59,61,64,66,66,72,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4489/robert-gucher/
Moestafa El Kabir, ST , aykur Rizespor , Turkey S per Lig ,73,69,62,70,29,70,70,4,3,Medium/Low,Right,https://www.futhead.com/20/players/4462/moestafa-el-kabir/
Renato Chaves, CB , Al Wehda , Saudi Dawry Jameel League ,55,47,54,49,70,72,70,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/4457/renato-chaves/
Manuel Schäffler, ST , SV Wehen Wiesbaden , Germany Bundesliga ,70,70,49,62,30,80,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4433/manuel-schaffler/
Aridane, CB , CA Osasuna , Spain Primera Division ,49,36,49,47,67,85,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/4416/aridane/
Fidel, RM , Elche CF , Spain Segunda A ,75,68,65,72,34,62,70,2,3,High/Low,Left,https://www.futhead.com/20/players/4372/fidel/
Mouhcine Iajour, ST , Damac FC , Saudi Dawry Jameel League ,74,71,58,68,30,62,70,3,3,Medium/Low,Right,https://www.futhead.com/20/players/4325/mouhcine-iajour/
Driss Fettouhi, CAM , Al Hazem , Saudi Dawry Jameel League ,68,63,70,76,45,63,70,1,5,Medium/Low,Left,https://www.futhead.com/20/players/4312/driss-fettouhi/
Mustafa Pektemek, CF , Kas mpa a , Turkey S per Lig ,73,70,65,71,53,71,70,3,3,High/High,Right,https://www.futhead.com/20/players/4310/mustafa-pektemek/
William Rémy, CB , Legia Warszawa , Poland Ekstraklasa ,69,40,62,64,65,81,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4305/william-remy/
Johannes Flum, CDM , FC St Pauli , Germany Bundesliga ,42,63,68,64,68,70,70,3,3,Medium/High,Right,https://www.futhead.com/20/players/4303/johannes-flum/
Mustapha Yatabaré, ST , Sivasspor , Turkey S per Lig ,64,70,62,66,30,74,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/4281/mustapha-yatabare/
Tommy Oar, LM , Central Coast Mariners , Australia Hyundai A League ,77,57,69,70,39,53,70,4,3,High/Medium,Left,https://www.futhead.com/20/players/4260/tommy-oar/
Zaur Sadaev, ST , MKE Ankarag c , Turkey S per Lig ,74,69,55,72,31,73,70,3,3,High/High,Right,https://www.futhead.com/20/players/4226/zaur-sadaev/
Shin Hyung Min, CDM , Jeonbuk Hyundai Motors , Korea K League Classic ,66,63,71,64,63,74,70,5,3,Medium/Medium,Right,https://www.futhead.com/20/players/4219/shin-hyung-min/
Stephan Hain, ST , SpVgg Unterhaching , Germany Liga ,75,67,54,72,25,65,70,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/4194/stephan-hain/
Sloan Privat, ST , FC Sochaux , France Ligue ,62,69,55,63,30,66,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4192/sloan-privat/
Anders Konradsen, CM , Rosenborg BK , Norway Eliteserien ,66,66,67,66,67,79,70,3,3,High/High,Right,https://www.futhead.com/20/players/4191/anders-konradsen/
James Holland, CM , LASK , Austria Bundesliga ,65,62,64,68,66,79,70,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/4176/james-holland/
Roger Espinoza, CM , Sporting KC , USA Major League Soccer ,58,67,67,70,70,79,70,4,3,High/High,Left,https://www.futhead.com/20/players/4160/roger-espinoza/
Matías Rodríguez, RB , Deportes u oa , Chile Campeonato Nacional Scotiabank ,74,60,63,68,67,73,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/4142/matias-rodriguez/
Henri Lansbury, CM , Aston Villa , England Premier League ,58,68,70,68,59,70,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4095/henri-lansbury/
Massimo Volta, CB , Benevento , Italy Serie B ,55,31,43,50,69,75,70,2,2,Medium/High,Right,https://www.futhead.com/20/players/4069/massimo-volta/
Marcelo Larrondo, ST , Union La Calera , Chile Campeonato Nacional Scotiabank ,48,68,62,68,33,65,70,3,3,High/Low,Right,https://www.futhead.com/20/players/4061/marcelo-larrondo/
Wellington, ST , Vissel Kobe , Japan J League ,56,69,57,63,36,82,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/4049/wellington/
Ricardo Machado, CB , Al Taawoun , Saudi Dawry Jameel League ,50,31,44,40,69,79,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4046/ricardo-machado/
Jorge Villafaña, LB , Portland Timbers , USA Major League Soccer ,77,57,68,68,63,64,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/4033/jorge-villafana/
Mattia Mustacchio, RM , Crotone , Italy Serie B ,90,63,61,71,41,63,70,4,3,High/Low,Right,https://www.futhead.com/20/players/4024/mattia-mustacchio/
Raffaele Bianco, CM , Perugia , Italy Serie B ,71,57,69,68,67,74,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4007/raffaele-bianco/
Kevin Wolze, LB , VfL Osnabr ck , Germany Bundesliga ,78,70,68,70,65,74,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/4002/kevin-wolze/
Kolbeinn Sigþórsson, ST , AIK , Sweden Allsvenskan ,57,70,57,62,39,67,70,3,2,Medium/Low,Right,https://www.futhead.com/20/players/3998/kolbeinn-sigorsson/
Lasse Vibe, ST , IFK G teborg , Sweden Allsvenskan ,81,69,61,68,36,63,70,4,3,High/High,Right,https://www.futhead.com/20/players/3991/lasse-vibe/
Gianni Bruno, RM , Zulte Waregem , Belgium Jupiler Pro League ,70,68,63,71,29,66,70,3,3,High/Low,Right,https://www.futhead.com/20/players/3989/gianni-bruno/
Yohan Mollo, LM , Panathinaikos FC , Greece A Ethniki ,76,69,67,75,34,69,70,4,4,Medium/Low,Right,https://www.futhead.com/20/players/3952/yohan-mollo/
Robert Tesche, CDM , VfL Bochum , Germany Bundesliga ,57,67,70,70,66,71,70,4,3,High/High,Right,https://www.futhead.com/20/players/3932/robert-tesche/
Norman Theuerkauf, LB , FC Heidenheim , Germany Bundesliga ,57,55,65,62,71,77,70,3,2,Low/High,Left,https://www.futhead.com/20/players/3926/norman-theuerkauf/
Davide Di Gennaro, CM , Juve Stabia , Italy Serie B ,67,63,74,69,58,63,70,4,3,High/Medium,Left,https://www.futhead.com/20/players/3902/davide-di-gennaro/
Adlène Guédioura, CDM , Nottingham Forest , England EFL Championship ,64,67,67,71,64,73,70,4,3,High/High,Right,https://www.futhead.com/20/players/3901/adlene-guedioura/
Pål André Helland, RW , Rosenborg BK , Norway Eliteserien ,74,70,68,70,46,65,70,4,3,High/Medium,Left,https://www.futhead.com/20/players/3891/pal-andre-helland/
Raúl Bobadilla, ST , Argentinos Juniors , Argentina Primera Divisi n ,62,69,64,69,47,82,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/3882/raul-bobadilla/
Alan Power, CDM , Kilmarnock , Scotland Premiership ,46,50,64,67,63,75,70,3,2,High/High,Right,https://www.futhead.com/20/players/3852/alan-power/
Li Xuepeng, LB , Guangzhou Evergrande Taobao , China Super League ,79,55,67,71,65,74,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/3841/li-xuepeng/
Mirko Drudi, CB , Pescara , Italy Serie B ,64,52,60,60,70,69,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/3811/mirko-drudi/
Krisztián Németh, ST , Sporting KC , USA Major League Soccer ,71,70,63,69,36,63,70,3,3,Medium/Low,Right,https://www.futhead.com/20/players/3806/krisztian-nemeth/
Andrés Ríos, ST , San Jose Earthquakes , USA Major League Soccer ,78,68,64,72,32,71,70,4,3,Medium/Low,Right,https://www.futhead.com/20/players/3792/andres-rios/
Aly Cissokho, LB , Antalyaspor , Turkey S per Lig ,72,59,61,63,71,75,70,2,2,High/Medium,Left,https://www.futhead.com/20/players/3769/aly-cissokho/
Ceyhun Gülselam, CDM , Alanyaspor , Turkey S per Lig ,48,59,57,59,73,79,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/3728/ceyhun-gulselam/
Nuno Pinto, LB , Vit ria Set bal , Portugal Liga NOS ,73,55,69,73,71,55,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/3710/nuno-pinto/
Søren Rieks, LWB , Malm FF , Sweden Allsvenskan ,78,67,66,72,62,72,70,4,3,High/Low,Right,https://www.futhead.com/20/players/3687/sren-rieks/
Stefano Napoleoni, LM , G ztepe , Turkey S per Lig ,59,63,68,70,30,59,70,4,3,High/Medium,Left,https://www.futhead.com/20/players/3666/stefano-napoleoni/
Bruno Urribarri, LB , Patronato , Argentina Primera Divisi n ,83,47,67,66,62,65,70,2,2,High/Medium,Left,https://www.futhead.com/20/players/3660/bruno-urribarri/
Luigi Vitale, LM , Hellas Verona , Italy Serie A ,77,62,71,68,62,69,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/3655/luigi-vitale/
Andrea Luci, CM , Livorno , Italy Serie B ,64,58,71,67,63,69,70,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/3653/andrea-luci/
Wout Brama, CDM , FC Twente , Holland Eredivisie ,49,53,66,66,67,69,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3645/wout-brama/
Nenê, ST , Moreirense , Portugal Liga NOS ,48,72,58,64,28,70,70,3,2,Medium/Low,Right,https://www.futhead.com/20/players/3638/nene/
Mirko Bruccini, CM , Cosenza , Italy Serie B ,67,72,69,69,67,71,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/3627/mirko-bruccini/
Aleandro Rosi, RM , Perugia , Italy Serie B ,72,59,66,71,66,74,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3626/aleandro-rosi/
Chico Flores, CB , CF Fuenlabrada , Spain Segunda A ,61,34,49,61,70,76,70,3,2,High/High,Right,https://www.futhead.com/20/players/3615/chico-flores/
Mathieu Coutadeur, CDM , AC Ajaccio , France Ligue ,60,65,69,69,64,73,70,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/3578/mathieu-coutadeur/
Ruben Yttergård Jenssen, CM , SK Brann , Norway Eliteserien ,68,64,70,68,59,73,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/3560/ruben-yttergard-jenssen/
Patrick Ebert, CM , Dynamo Dresden , Germany Bundesliga ,63,69,74,69,59,66,70,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/3553/patrick-ebert/
Mikael Lustig, RB , AA Gent , Belgium Jupiler Pro League ,49,53,66,65,74,74,70,3,3,Medium/High,Right,https://www.futhead.com/20/players/3548/mikael-lustig/
Miguel Angel Torrén, CB , Argentinos Juniors , Argentina Primera Divisi n ,68,45,56,55,71,75,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/3542/miguel-angel-torren/
Lee Keun Ho, ST , Ulsan Hyundai , Korea K League Classic ,80,66,64,69,38,71,70,4,4,High/Medium,Right,https://www.futhead.com/20/players/3510/lee-keun-ho/
Yeom Ki Hun, LW , Suwon Bluewings , Korea K League Classic ,63,70,74,70,42,70,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/3501/yeom-ki-hun/
Hervé Kage, RM , Kortrijk , Belgium Jupiler Pro League ,77,65,64,76,48,69,70,4,3,Medium/Low,Right,https://www.futhead.com/20/players/3486/herve-kage/
Neil Taylor, LB , Aston Villa , England Premier League ,68,39,65,69,69,66,70,3,3,Medium/High,Left,https://www.futhead.com/20/players/3453/neil-taylor/
Jason Pearce, CB , Charlton Athletic , England EFL Championship ,43,23,43,47,70,78,70,3,2,Medium/High,Left,https://www.futhead.com/20/players/3447/jason-pearce/
Tom Clarke, CB , Preston North End , England EFL Championship ,52,30,38,40,71,77,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/3445/tom-clarke/
Pablo Barrera, RM , U N A M , Mexico Liga MX ,75,65,68,70,44,69,70,4,3,Medium/Low,Right,https://www.futhead.com/20/players/3438/pablo-barrera/
Ramón Fernández, CAM , O Higgins , Chile Campeonato Nacional Scotiabank ,68,68,68,71,55,66,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3429/ramon-fernandez/
Nicolas Viola, CM , Benevento , Italy Serie B ,65,61,73,67,58,72,70,3,3,High/High,Left,https://www.futhead.com/20/players/3426/nicolas-viola/
Stergos Marinos, RB , Charleroi , Belgium Jupiler Pro League ,68,45,63,63,71,67,70,3,2,High/Medium,Right,https://www.futhead.com/20/players/3425/stergos-marinos/
Alexandre Bonnet, LM , Havre AC , France Ligue ,75,64,70,71,36,56,70,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/3424/alexandre-bonnet/
Ramon Leeuwin, CB , Odense Boldklub , Denmark Superliga ,53,43,58,52,68,75,70,3,2,Low/Medium,Right,https://www.futhead.com/20/players/3414/ramon-leeuwin/
Brian Hämäläinen, CB , Dynamo Dresden , Germany Bundesliga ,69,52,74,68,69,73,70,3,3,High/High,Left,https://www.futhead.com/20/players/3396/brian-hamalainen/
Pierre Kanstrup, CB , V lerenga , Norway Eliteserien ,66,45,59,59,68,80,70,3,2,High/Medium,Right,https://www.futhead.com/20/players/3395/pierre-kanstrup/
Gabriel Peñalba, CDM , Tiburones Rojos de Veracruz , Mexico Liga MX ,51,66,70,65,67,76,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3383/gabriel-penalba/
Graham Dorrans, CM , Rangers , Scotland Premiership ,55,65,72,70,56,66,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3354/graham-dorrans/
Antonio Balzano, RB , Pescara , Italy Serie B ,71,42,54,63,69,77,70,3,2,High/High,Right,https://www.futhead.com/20/players/3335/antonio-balzano/
Ukra, RW , Santa Clara , Portugal Liga NOS ,74,65,69,73,28,58,70,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/3313/ukra/
Hugo Vieira, ST , Sivasspor , Turkey S per Lig ,86,66,62,72,28,64,70,3,3,High/Low,Right,https://www.futhead.com/20/players/3312/hugo-vieira/
Sam Hutchinson, CDM , Sheffield Wednesday , England EFL Championship ,61,51,63,63,70,72,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/3302/sam-hutchinson/
Jacques Maghoma, LM , Birmingham City , England EFL Championship ,81,64,64,74,34,64,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3300/jacques-maghoma/
Fraizer Campbell, ST , Huddersfield Town , England EFL Championship ,72,68,61,68,36,67,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/3293/fraizer-campbell/
Sami Allagui, ST , Mouscron , Belgium Jupiler Pro League ,69,69,64,72,30,63,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3258/sami-allagui/
Zdravko Kuzmanović, CM , FC Basel , Switzerland Super League ,33,66,73,61,65,67,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3253/zdravko-kuzmanovic/
Aldo Ramírez, CM , Rionegro guilas Doradas , Colombia Liga Aguila ,63,66,69,71,62,66,70,3,3,Medium/Low,Right,https://www.futhead.com/20/players/3247/aldo-ramirez/
Adrián Aldrete, LB , Cruz Azul , Mexico Liga MX ,73,54,65,67,67,69,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/3223/adrian-aldrete/
Danilo Silva, CB , Los Angeles FC , USA Major League Soccer ,71,44,62,61,68,70,70,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/3216/danilo-silva/
Kyle Lafferty, ST , NG FA , Free Agents League ,66,70,60,66,32,78,70,4,3,Medium/High,Right,https://www.futhead.com/20/players/3209/kyle-lafferty/
Marc Pugh, LM , Queens Park Rangers , England EFL Championship ,60,67,68,72,47,61,70,4,4,High/Medium,Right,https://www.futhead.com/20/players/3207/marc-pugh/
Molinero, LB , Real Sporting de Gij n , Spain Segunda A ,74,54,63,67,67,75,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/3202/molinero/
Mariano Julio Izco, CM , Juve Stabia , Italy Serie B ,66,61,71,71,67,63,70,3,3,Medium/High,Right,https://www.futhead.com/20/players/3180/mariano-julio-izco/
Cameron Jerome, ST , G ztepe , Turkey S per Lig ,70,70,51,64,44,79,70,2,3,Medium/High,Right,https://www.futhead.com/20/players/3172/cameron-jerome/
Michael Parkhurst, CB , Atlanta United FC , USA Major League Soccer ,50,39,62,62,70,68,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/3166/michael-parkhurst/
Steven Fletcher, ST , Sheffield Wednesday , England EFL Championship ,52,70,58,69,33,68,70,2,3,High/Low,Left,https://www.futhead.com/20/players/3165/steven-fletcher/
Tim Hoogland, CB , Melbourne Victory , Australia Hyundai A League ,46,61,60,62,69,70,70,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/3161/tim-hoogland/
Pita, CDM , CD Lugo , Spain Segunda A ,31,69,73,64,66,68,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3152/pita/
Nedum Onuoha, CB , Real Salt Lake , USA Major League Soccer ,72,33,54,54,67,78,70,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/3149/nedum-onuoha/
Adam Le Fondre, ST , Sydney FC , Australia Hyundai A League ,67,72,62,68,30,65,70,3,3,High/Low,Right,https://www.futhead.com/20/players/3139/adam-le-fondre/
Grant Leadbitter, CDM , Sunderland , England EFL League One ,52,67,70,65,67,73,70,3,2,High/Medium,Right,https://www.futhead.com/20/players/3129/grant-leadbitter/
Jonny Hayes, LM , Celtic , Scotland Premiership ,85,63,67,73,53,65,70,4,3,High/High,Left,https://www.futhead.com/20/players/3127/jonny-hayes/
Alexander Baumjohann, CAM , Sydney FC , Australia Hyundai A League ,69,63,68,72,36,55,70,4,3,High/Low,Right,https://www.futhead.com/20/players/3083/alexander-baumjohann/
Casadesús, ST , AD Alcorc n , Spain Segunda A ,53,65,69,71,45,77,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/3072/casadesus/
Craig Bryson, CM , Aberdeen , Scotland Premiership ,66,67,65,69,64,68,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3053/craig-bryson/
Gao Lin, ST , Guangzhou Evergrande Taobao , China Super League ,74,69,67,66,53,72,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/3032/gao-lin/
Zheng Zhi, CDM , Guangzhou Evergrande Taobao , China Super League ,48,64,67,72,70,61,70,4,3,Medium/High,Right,https://www.futhead.com/20/players/3030/zheng-zhi/
Leon Clarke, ST , Sheffield United , England Premier League ,61,69,56,63,30,77,70,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/2968/leon-clarke/
Bradley Johnson, CDM , Blackburn Rovers , England EFL Championship ,52,73,65,66,69,80,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/2934/bradley-johnson/
Wes Hoolahan, CAM , Newcastle Jets , Australia Hyundai A League ,52,66,73,72,43,46,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/2912/wes-hoolahan/
Emanuele Calaiò, ST , Salernitana , Italy Serie B ,59,70,56,71,31,70,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/2906/emanuele-calaio/
Dorca, CDM , AD Alcorc n , Spain Segunda A ,38,59,65,63,68,78,70,3,2,Medium/High,Left,https://www.futhead.com/20/players/2874/dorca/
Yalçın Ayhan, CB , MKE Ankarag c , Turkey S per Lig ,30,32,47,50,72,68,70,2,2,Low/High,Right,https://www.futhead.com/20/players/2861/yalcn-ayhan/
Davide Moscardelli, CF , Pisa , Italy Serie B ,42,72,66,76,37,64,70,4,4,Medium/Medium,Left,https://www.futhead.com/20/players/2802/davide-moscardelli/
Daniele Gastaldello, CB , Brescia , Italy Serie A ,35,40,50,54,70,64,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/2788/daniele-gastaldello/
Alexis, CB , Racing de Santander , Spain Segunda A ,51,34,58,54,69,75,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/2779/alexis/
Gabriel Tamaș, CB , Astra Giurgiu , Romania Liga I ,54,60,62,56,69,69,70,3,2,Low/High,Right,https://www.futhead.com/20/players/2776/gabriel-tamas/
Umut Bulut, ST , Kayserispor , Turkey S per Lig ,54,72,56,60,41,69,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/2766/umut-bulut/
Özgür Çek, LB , Kas mpa a , Turkey S per Lig ,77,64,70,72,64,66,70,2,3,High/Medium,Left,https://www.futhead.com/20/players/2760/ozgur-cek/
Hugo Campagnaro, CB , Pescara , Italy Serie B ,36,39,52,52,70,69,70,3,2,Low/Medium,Right,https://www.futhead.com/20/players/2757/hugo-campagnaro/
Michael Dawson, CB , Nottingham Forest , England EFL Championship ,30,33,44,39,71,64,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/2748/michael-dawson/
Nino, CF , Elche CF , Spain Segunda A ,58,72,63,70,46,55,70,4,3,Medium/Low,Right,https://www.futhead.com/20/players/2738/nino/
Reto Ziegler, CB , FC Dallas , USA Major League Soccer ,59,63,72,66,70,71,70,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/2723/reto-ziegler/
Jaime Valdés, CM , CD Vi azur , Chile Campeonato Nacional Scotiabank ,59,69,75,73,48,54,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/2720/jaime-valdes/
Wayne Routledge, RM , Swansea City , England EFL Championship ,67,64,67,73,40,54,70,2,3,Medium/High,Right,https://www.futhead.com/20/players/2708/wayne-routledge/
Chris Brunt, CM , West Bromwich Albion , England EFL Championship ,50,70,75,67,66,66,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/2686/chris-brunt/
Alexander Farnerud, CM , Helsingborgs IF , Sweden Allsvenskan ,60,67,71,68,61,59,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/2670/alexander-farnerud/
Kyle Beckerman, CDM , Real Salt Lake , USA Major League Soccer ,34,60,62,64,68,69,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/2668/kyle-beckerman/
Rúben Fernandes, CB , Gil Vicente FC , Portugal Liga NOS ,61,51,56,56,69,73,70,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/2658/ruben-fernandes/
Patrick Erras, CDM , FC N rnberg , Germany Bundesliga ,35,42,60,48,69,72,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/2320/patrick-erras/
Jérémy Grimm, CDM , RC Strasbourg , France Ligue ,49,58,56,60,73,69,70,3,2,Medium/High,Right,https://www.futhead.com/20/players/2308/jeremy-grimm/
Benjamin Jeannot, ST , SM Caen , France Ligue ,63,71,57,67,30,59,70,3,3,Medium/Low,Right,https://www.futhead.com/20/players/2282/benjamin-jeannot/
Fabio Depaoli, RB , Sampdoria , Italy Serie A ,73,53,68,71,67,54,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/2275/fabio-depaoli/
Mirko Gori, CM , Frosinone , Italy Serie B ,60,55,64,70,66,65,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/2269/mirko-gori/
Elias Kachunga, RW , Huddersfield Town , England EFL Championship ,77,69,63,71,43,72,70,2,3,High/Medium,Right,https://www.futhead.com/20/players/2267/elias-kachunga/
Connor Wickham, ST , Crystal Palace , England Premier League ,49,72,61,65,30,71,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/2241/connor-wickham/
Riccardo Gagliolo, LB , Parma , Italy Serie A ,74,50,50,62,69,72,70,4,2,Medium/High,Left,https://www.futhead.com/20/players/2219/riccardo-gagliolo/
Romain Del Castillo, LM , Stade Rennais , France Ligue ,74,66,67,75,36,62,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/2206/romain-del-castillo/
Danny Simpson, RB , Huddersfield Town , England EFL Championship ,55,38,61,66,76,65,70,3,3,Low/High,Right,https://www.futhead.com/20/players/2100/danny-simpson/
Konstantinos Mavropanos, CB , Arsenal , England Premier League ,55,33,44,46,70,75,70,2,2,Medium/High,Right,https://www.futhead.com/20/players/2018/konstantinos-mavropanos/
Rúben Vinagre, LWB , Wolverhampton Wanderers , England Premier League ,88,54,65,78,60,59,70,2,4,High/Medium,Left,https://www.futhead.com/20/players/2001/ruben-vinagre/
Yeni Ngbakoto, LM , En Avant Guingamp , France Ligue ,79,69,65,72,25,63,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/1949/yeni-ngbakoto/
Simone Iacoponi, RB , Parma , Italy Serie A ,78,32,44,54,69,68,70,3,2,Low/High,Right,https://www.futhead.com/20/players/1906/simone-iacoponi/
Morgan Gibbs-White, CM , Wolverhampton Wanderers , England Premier League ,72,61,69,72,56,64,70,2,4,Medium/Medium,Right,https://www.futhead.com/20/players/1884/morgan-gibbs-white/
Kévin N'Doram, CDM , FC Metz , France Ligue ,56,33,60,62,71,71,70,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/1882/kevin-ndoram/
Martín Mantovani, CB , UD Las Palmas , Spain Segunda A ,33,42,53,57,71,69,70,3,2,High/Medium,Right,https://www.futhead.com/20/players/1846/martin-mantovani/
Sebastian Jung, RB , Hannover , Germany Bundesliga ,65,51,70,71,70,64,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/1832/sebastian-jung/
Andrea Pinamonti, ST , Genoa , Italy Serie A ,64,70,45,67,22,63,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1820/andrea-pinamonti/
Wilfrid Kaptoum, CM , Real Betis Balompi , Spain Primera Division ,61,62,67,74,60,60,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1780/wilfrid-kaptoum/
Adam Bodzek, CDM , Fortuna D sseldorf , Germany Bundesliga ,38,54,61,59,70,76,70,2,2,Low/High,Right,https://www.futhead.com/20/players/1742/adam-bodzek/
Taleb Tawatha, LB , Eintracht Frankfurt , Germany Bundesliga ,70,40,63,72,67,64,70,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/1689/taleb-tawatha/
Charles Traoré, LB , FC Nantes , France Ligue ,75,35,54,66,71,75,70,2,2,Medium/Medium,Left,https://www.futhead.com/20/players/1671/charles-traore/
Jean-Victor Makengo, CM , Toulouse FC , France Ligue ,68,64,71,71,67,65,70,3,3,High/High,Left,https://www.futhead.com/20/players/1666/jean-victor-makengo/
Nehuén Paz, CB , Bologna , Italy Serie A ,48,41,51,54,71,75,70,3,2,Low/Medium,Left,https://www.futhead.com/20/players/1640/nehuen-paz/
Linton Maina, LM , Hannover , Germany Bundesliga ,85,55,64,75,25,48,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1624/linton-maina/
Marco Friedl, CB , Werder Bremen , Germany Bundesliga ,64,37,56,66,71,67,70,2,2,Medium/Medium,Left,https://www.futhead.com/20/players/1609/marco-friedl/
Lukas Klünter, RB , Hertha BSC , Germany Bundesliga ,87,48,56,67,67,65,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/1579/lukas-klunter/
Dominic Solanke, ST , Bournemouth , England Premier League ,66,69,60,70,27,69,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/1573/dominic-solanke/
Robert Bauer, RB , Werder Bremen , Germany Bundesliga ,70,51,60,64,70,75,70,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/1524/robert-bauer/
